agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,TEFAP_Auto_Eligible,TEFAP_Income_Levels,ObjectId,Day of week,Hours,ByAppointmentOnly,ResidentsOnly,Notes,Reqs,start1,start2,start3,end1,end2,end3,Frequency,Additional_Notes,Start_Time,End_Time
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Monday,9:00 AM to 11:00 AM; Every week,No,No,, ,9:00:00,12:00:00,,11:00:00,14:00:00,,Every week,,09:00:00,11:00:00
23214-PART-01,Inova Cares Clinics,6400 Arlington Blvd,,Falls Church,VA,VA Fairfax County,22042,(703) 698-2552,kate.garsson@inova.org,Non-TEFAP,38.8725283,-77.1609022,1970-01-01,N/A,N/A,258,Monday,8:00 AM to 4:30 PM; Every week (Note: Must be a patient),No,No, (Note: Must be a patient), ,8:00:00,,,16:30:00,,,Every week,Note: Must be a patient,08:00:00,16:30:00
16175-PART-01,ISKCON of Washington,10310 Oaklyn Dr,,Potomac,MD,MD Montgomery County,20854,(301) 299-2100,sharmilabcs@gmail.com,Non-TEFAP,39.001844,-77.213822,2025-04-07,N/A,N/A,264,Monday,1:00 PM to 2:00 PM; Every week,No,No,, ,13:00:00,18:00:00,,14:00:00,19:00:00,,Every week,,13:00:00,14:00:00
16175-PART-01,ISKCON of Washington,10310 Oaklyn Dr,,Potomac,MD,MD Montgomery County,20854,(301) 299-2100,sharmilabcs@gmail.com,Non-TEFAP,39.001844,-77.213822,2025-04-07,N/A,N/A,264,Monday,6:00 PM to 7:00 PM; Every week,,,, ,13:00:00,18:00:00,,14:00:00,19:00:00,,Every week,,18:00:00,19:00:00
19755-PART-01,"Mission of Love Charities, Inc.",6180 Central Avenue,,Capitol Heights,MD,MD Prince George's County,20743,(301) 333-4440,asorto@molc-inc.org,Non-TEFAP,38.886441,-76.903184,2025-04-11,N/A,N/A,271,Monday,8:30 AM to 3:30 PM; Every week (Note: Prepared Meals as well),No,No, (Note: Prepared Meals as well), ,8:30:00,,,15:30:00,,,Every week,Note: Prepared Meals as well,08:30:00,15:30:00
19775-PART-01,Bethesda Help,10100 Old Georgetown Road,,Bethesda,MD,MD Montgomery County,20814,(301) 365-2022,aeharvey1007@hotmail.com,Non-TEFAP,39.021234,-77.123385,2025-04-17,N/A,N/A,281,Monday,9:00 AM to 4:30 PM; Every week (Note: Clients must call to request food.  Drivers will deliver food within 48 hours),Yes,No, (Note: Clients must call to request food.  Drivers will deliver food within 48 hours), ,9:00:00,,,16:30:00,,,Every week,Note: Clients must call to request food.  Drivers will deliver food within 48 hours,09:00:00,16:30:00
19801-PART-01,Operation Earnie's Plate,8500 Mike Shapiro Dr,,Clinton,MD,MD Prince George's County,20735,(301) 404-4461,earniesplate@gmail.com,Non-TEFAP,38.772313,-76.881874,2025-04-03,N/A,N/A,283,Monday,12:00 PM to 2:00 PM; 2nd of the Month,No,No,None, ,12:00:00,,,14:00:00,,,2nd of the Month,,12:00:00,14:00:00
19485-PART-01,Manna Food Center,9311 Gaither Rd,,Gaithersburg,MD,MD Montgomery County,20877,(301) 424-1130,edwin@mannafood.org,TEFAP Available,39.118337,-77.191909,2025-03-28,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,287,Monday,6:30 AM to 4:00 PM; Every week,No,Yes,None, ,6:30:00,,,16:00:00,,,Every week,,06:30:00,16:00:00
22639-PART-01,Ports Town Church,4500 57th Ave,,Bladensburg,MD,MD Prince George's County,20717,(301) 525-6328,ebrichardsonrn@gmail.com,Non-TEFAP,38.945548,-76.917438,2025-04-07,N/A,N/A,303,Monday,6:00 PM to 9:00 PM; 1st of the Month,No,No,None, ,18:00:00,,,21:00:00,,,1st of the Month,,18:00:00,21:00:00
18756-PART-04,Shepherd's Table - Progress Place Building,8106 Georgia Avenue,,Silver Springs,MD,MD Montgomery County,20910,(301) 585-6463,cmoore@shepherdstable.org,TEFAP Only,38.990683,-77.027435,2025-03-25,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,309,Monday,6:00 AM to 7:00 PM; Every week,Yes,No,None, ,6:00:00,,,19:00:00,,,Every week,,06:00:00,19:00:00
22685-PART-01,Gaithersburg Soup Kitchen,9008 Rosemont Drive,,Gaithersburg,MD,MD Montgomery County,20877,(301) 706-2318,pdono1417@gmail.com,TEFAP Only,39.12745,-77.18563,2025-04-11,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,323,Monday,3:30 PM to 4:30 PM; Every week,No,No,None, ,15:30:00,,,16:30:00,,,Every week,,15:30:00,16:30:00
19471-PART-01,Community Outreach and Development Center CDC,4719 Marlboro Pike,,Capitol Heights,MD,MD Prince George's County,20743,(301) 735-0121,cyoung@communityoutreachcdc.org,TEFAP Available,38.873485,-76.932958,2025-04-14,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,325,Monday,9:00 AM to 5:00 PM; Every week,No,No,None, ,9:00:00,,,17:00:00,,,Every week,,09:00:00,17:00:00
19548-PART-01,"Laurel Advocacy & Referral Services, Inc.",311 Laurel Ave,,Laurel,MD,MD Prince George's County,20707,(301) 776-0442,amilner@laureladvocacy.org,TEFAP Available,39.101843,-76.847697,2025-04-08,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,329,Monday,"9:00 AM to 2:00 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",Yes,No," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,9:00:00,17:00:00,,14:00:00,19:30:00,,Every week,"Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.",09:00:00,14:00:00
19548-PART-01,"Laurel Advocacy & Referral Services, Inc.",311 Laurel Ave,,Laurel,MD,MD Prince George's County,20707,(301) 776-0442,amilner@laureladvocacy.org,TEFAP Available,39.101843,-76.847697,2025-04-08,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,329,Monday,"5:00 PM to 7:30 PM; Every week (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)",,," (Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.)", ,9:00:00,17:00:00,,14:00:00,19:30:00,,Every week,"Note: Must reside in the following zip codes (20707, 20708, 20723, 20724). Be sure to bring the following documents: Valid photo ID for all adult household members (+18), birth certificate or passport for all children (0-17) and proof of Laurel address.",17:00:00,19:30:00
19295-PART-01,Metropolis Club,938 Rhode Island Ave NE,,Washington,DC,DC Ward 5,20018,(301) 793-4236,sylvester1225@yahoo.com,Non-TEFAP,38.92263,-76.992631,2025-04-01,N/A,N/A,335,Monday,7:00 AM to 8:00 PM; Every week (Note: no requirement),No,Yes, (Note: no requirement), ,7:00:00,,,20:00:00,,,Every week,Note: no requirement,07:00:00,20:00:00
19627-PART-01,Yad Yehuda of Greater Washington,9601 Colesville Rd,,Silver Spring,MD,MD Montgomery County,20902,(301) 842-7135 ext. 706,ssavir@yadyehuda.org,Non-TEFAP,39.039938,-77.043884,2025-03-31,N/A,N/A,341,Monday,7:00 AM to 10:00 PM; Every week,Yes,No,None, ,7:00:00,,,22:00:00,,,Every week,,07:00:00,22:00:00
18786-PART-01,Bethesda Cares,5033 Wilson Lane,,Bethesda,MD,MD Montgomery County,20814,(301) 907-9244,john@bethesdacares.org,TEFAP Only,38.987488,-77.100228,2025-03-28,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,351,Monday,11:00 AM to 1:00 PM; Every week (Note: walk-ins hotmeals),No,No, (Note: walk-ins hotmeals), ,11:00:00,,,13:00:00,,,Every week,Note: walk-ins hotmeals,11:00:00,13:00:00
18722-PART-01,Prince George's County DSS,805 Brightseat Rd,,Landover,MD,MD Prince George's County,20785,(301) 909-6364,beverly.bruce@maryland.gov,TEFAP Only,38.827105,-76.986666,2025-02-20,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,352,Monday,8:30 AM to 4:30 PM; Every week,Yes,No,None, ,8:30:00,,,16:30:00,,,Every week,,08:30:00,16:30:00
19477-PART-01,Maryland Umbrella Group,408 Addison Road South,,Seat Pleasant,MD,MD Prince George's County,20743,(301) 968-7816,cbatey@m-u-g.org,TEFAP Available,38.883589,-76.896282,2025-04-14,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,362,Monday,As Needed to As Needed; As Needed,Yes,No,None, ,,,,,,,As Needed,,,
15830-PART-01,United Community Ministry,7511 Fordson Road,,Alexandria,VA,VA Fairfax County,22306,(571) 255-8988,brenda.renninger@unitedcommunity.org,TEFAP Available,38.75378,-77.085186,2025-04-14,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,375,Monday,"10:00 AM to 1:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.)", ,10:00:00,,,13:00:00,,,Every week,"Note: 22303, 22306, 22307, 23308, 22309, 22310. We are not currently accepting new clients at this time.",10:00:00,13:00:00
14895-PART-01,"Cornerstones, Inc.",11484 Washington Plz W  #120,,Reston,VA,VA Fairfax County,20190,(571) 323-1410,minerva.orozco@cornerstonesva.org,Non-TEFAP,38.968535,-77.342533,2025-03-11,N/A,N/A,378,Monday,8:30 AM to 4:30 PM; Every week,No,No,None, ,8:30:00,,,16:30:00,,,Every week,,08:30:00,16:30:00
19757-PART-01,Freedom Community Church,9325 Mace Street,,Manassas Park,VA,VA Prince William County,20111,(571) 409-4892,tjay@freedomcc.net,TEFAP Available,38.781579,-77.478654,2025-04-07,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,382,Monday,4:00 PM to 6:00 PM; Every Other Week,No,No,None, ,16:00:00,,,18:00:00,,,Every Other Week,,16:00:00,18:00:00
16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,385,Monday,10:30 AM to 2:00 PM; Every week,Yes,No,, ,10:30:00,16:30:00,,14:00:00,19:00:00,,Every week,,10:30:00,14:00:00
16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,385,Monday,4:30 PM to 7:00 PM; Every week,,,, ,10:30:00,16:30:00,,14:00:00,19:00:00,,Every week,,16:30:00,19:00:00
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Tuesday,9:00 AM to 11:00 AM; Every week,No,No,None, ,9:00:00,,,11:00:00,,,Every week,,09:00:00,11:00:00
15031-PART-01,Atonement Food Pantry,5073 East Capitol Street SE,,Washington,DC,DC Ward 7,20019,(202) 251-7725,marshallpw@gmail.com,Non-TEFAP,38.889392,-76.927376,2025-04-15,N/A,N/A,5,Tuesday,"10:00 AM to 1:00 PM; 3rd of the Month (Note: Fresh Produce (first come, first served), non-perishables, and meat (if available))",No,No," (Note: Fresh Produce (first come, first served), non-perishables, and meat (if available))", ,10:00:00,,,13:00:00,,,3rd of the Month,"Note: Fresh Produce (first come, first served), non-perishables, and meat (if available)",10:00:00,13:00:00
22737-PART-01,The Family Place,3309 16th St NW,,Washington DC,DC,DC Ward 1,20010,(202) 265-0149,iargueta@thefamilyplacedc.org,Non-TEFAP,38.93193,-77.036,2025-04-09,N/A,N/A,9,Tuesday,9:00 AM to 4:00 PM; Every week (Note: We always have emergency food bags),No,No, (Note: We always have emergency food bags), ,9:00:00,,,16:00:00,,,Every week,Note: We always have emergency food bags,09:00:00,16:00:00
19776-PART-01,Friends Of Douglass Community Center,1922 Frederick Douglass Court SE,,Washington,DC,DC Ward 8,20020,(202) 285-5354,friendsofdouglasscc@gmail.com,TEFAP Available,38.847716,-76.980882,2025-04-17,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,12,Tuesday,12:00 PM to 6:00 PM; Every week,No,No,None, ,12:00:00,,,18:00:00,,,Every week,,12:00:00,18:00:00
19727-PART-01,No Limits Outreach Ministries,7721 Barlowe Rd,,Landover,MD,MD Prince George's County,20785,(202) 341-5159,nolimitsoutreach@gmail.com,TEFAP Available,38.918064,-76.872361,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,16,Tuesday,11:00 AM to 6:00 PM; Every week (Note: Email Nolimitsfoodpantry@gmail.com for appointment),No,No, (Note: Email Nolimitsfoodpantry@gmail.com for appointment), ,11:00:00,,,18:00:00,,,Every week,Note: Email Nolimitsfoodpantry@gmail.com for appointment,11:00:00,18:00:00
14040-PART-01,Community Family Life Services,4860 Fort Totten Dr NE,,Washington,DC,DC Ward 6,20011,(202) 347-0511,lrichardson@cflsdc.org,Non-TEFAP,38.89631,-77.01565,2025-02-10,N/A,N/A,17,Tuesday,10:00 AM to 12:00 PM; Every week,No,No,None, ,10:00:00,,,12:00:00,,,Every week,,10:00:00,12:00:00
14540-PART-01,Miriam's Kitchen,2401 Virginia Ave NW,,Washington,DC,DC Ward 2,20037,(202) 380-5293,marcus.may@miriamskitchen.org,TEFAP Available,38.898539,-77.051963,2025-03-24,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,18,Tuesday,7:00 AM to 8:00 AM; Every week,No,No,, ,7:00:00,16:00:00,,8:00:00,17:00:00,,Every week,,07:00:00,08:00:00
14540-PART-01,Miriam's Kitchen,2401 Virginia Ave NW,,Washington,DC,DC Ward 2,20037,(202) 380-5293,marcus.may@miriamskitchen.org,TEFAP Available,38.898539,-77.051963,2025-03-24,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,18,Tuesday,4:00 PM to 5:00 PM; Every week,,,, ,7:00:00,16:00:00,,8:00:00,17:00:00,,Every week,,16:00:00,17:00:00
14085-PART-01,Ward 7 Food Center of Peace Lutheran Church,4929 Ames St NE,,Washington,DC,DC Ward 7,20019,(202) 398-5504,ward7foodcenter@yahoo.com,TEFAP Available,38.890627,-76.931679,2025-04-15,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,23,Tuesday,10:30 AM to 2:30 PM; Every week (Note: Grab n Go),Yes,No, (Note: Grab n Go), ,10:30:00,11:00:00,,12:00:00,14:30:00,,Every week,Note: Grab n Go,10:30:00,14:30:00
14085-PART-01,Ward 7 Food Center of Peace Lutheran Church,4929 Ames St NE,,Washington,DC,DC Ward 7,20019,(202) 398-5504,ward7foodcenter@yahoo.com,TEFAP Available,38.890627,-76.931679,2025-04-15,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,23,Tuesday,11:00 AM to 12:00 PM; 3rd of the Month (Note: Grab n Go),,, (Note: Grab n Go), ,10:30:00,11:00:00,,12:00:00,14:30:00,,3rd of the Month,Note: Grab n Go,11:00:00,12:00:00
19745-PART-01,Chrisma Charities,12805 Georgia Avenue,,Silver Spring,MD,MD Montgomery County,20906,(202) 427-2816,info@chrismacharities.org,TEFAP Available,39.065787,-77.056845,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,24,Tuesday,"10:00 AM to 11:00 AM; Every week (Note: Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906)",No,Yes," (Note: Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906)", ,10:00:00,,,11:00:00,,,Every week,"Note: Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906",10:00:00,11:00:00
19035-PART-01,Edward C Mazique Child Care Center,1719 13th St NW,,Washington,DC,DC Ward 2,20009,(202) 462-3375,akeys@ecmpcc.org,Non-TEFAP,38.91328,-77.029282,2025-02-11,N/A,N/A,26,Tuesday,12:00 PM to 5:00 PM; Every week,No,Yes,None, ,12:00:00,,,17:00:00,,,Every week,,12:00:00,17:00:00
14790-PART-01,Damien Ministries Food Pantry,2200 Rhode Island AVE NE,,Washington,DC,DC Ward 5,20018,(202) 526-3020,carr@damienministries.org,TEFAP Available,38.930425,-76.97395,2025-03-13,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,31,Tuesday,9:30 AM to 3:30 PM; Every Other Week,Yes,No,None, ,9:30:00,,,15:30:00,,,Every Other Week,,09:30:00,15:30:00
15015-MOMK-01,MSB Community Outreach,2411 Lawrence St NE,,Washington,DC,DC Ward 5,20018,(202) 526-3685,bjtjones@yahoo.com,Non-TEFAP,38.931963,-76.971535,2025-04-15,N/A,N/A,32,Tuesday,9:00 AM to 2:00 PM; 3rd of the Month,No,No,None, ,9:00:00,,,14:00:00,,,3rd of the Month,,09:00:00,14:00:00
18035-PART-01,Greater Fellowship Missionary Baptist Church,814 Alabama Ave SE,,Washington,DC,DC Ward 8,20032,(202) 528-0641,josephleon.boone@gmail.com,TEFAP Available,38.84402,-76.993863,2025-04-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,33,Tuesday,9:00 AM to 10:00 AM; Every week,No,No,None, ,9:00:00,,,10:00:00,,,Every week,,09:00:00,10:00:00
19227-PART-01,"Crowder Owens Calvary Food Bank (The Bishop Alfred A. Owens, Jr. Family Life CC)",600 W Street NE,,Washington,DC,DC Ward 5,20002,(202) 529-2299,ekrayinc@gmail.com,TEFAP Available,38.919841,-76.99815,2025-04-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,34,Tuesday,12:00 PM to 2:00 PM; Every week,No,No,None, ,12:00:00,,,14:00:00,,,Every week,,12:00:00,14:00:00
14222-PART-01,SevaTruck Foundation,2815 Old Lee Hwy Fairfax,,Fairfax,VA,VA Fairfax County,22031,(202) 550-3018,info@sevatruck.org,Non-TEFAP,38.927279,-77.194636,2025-03-03,N/A,N/A,36,Tuesday,"3:00 PM to 5:00 PM; Every week (Note: Braddock ES-7825 Heritage Dr, Annandale, VA 22003)",Yes,No," (Note: Braddock ES-7825 Heritage Dr, Annandale, VA 22003)", ,15:00:00,,,17:00:00,,,Every week,"Note: Braddock ES-7825 Heritage Dr, Annandale, VA 22003",15:00:00,17:00:00
19786-PART-01,Plenty to Eat,2315 18th Place NE,,Washington,DC,DC Ward 5,20018,(202) 556-0662,plentytoeat@aohdc.org,TEFAP Available,38.920738,-76.977734,2025-04-08,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,37,Tuesday,10:00 AM to 3:00 PM; Every week,No,No,None, ,10:00:00,,,15:00:00,,,Every week,,10:00:00,15:00:00
22119-PART-01,Covenant House Greater Washington,2001 Mississippi Ave SE,,Washington,DC,DC Ward 8,20020,(202) 610-9600,cbrown@chdc.org,Non-TEFAP,38.843604,-76.974234,2025-04-17,N/A,N/A,46,Tuesday,9:00 AM to 4:00 PM; ,No,No,None, ,9:00:00,,,16:00:00,,,,,09:00:00,16:00:00
22120-PART-01,Columbia Heights Village Tenant Association,2900 14th Street NW,Suite 110,Washington,DC,DC Ward 1,20009,(202) 617-8349,Chall@chvta.com,Non-TEFAP,38.927065,-77.032746,2025-03-18,N/A,N/A,47,Tuesday,12:00 PM to 7:00 PM; 3rd of the Month,No,No,, ,12:00:00,13:00:00,,15:00:00,19:00:00,,3rd of the Month,,12:00:00,19:00:00
22120-PART-01,Columbia Heights Village Tenant Association,2900 14th Street NW,Suite 110,Washington,DC,DC Ward 1,20009,(202) 617-8349,Chall@chvta.com,Non-TEFAP,38.927065,-77.032746,2025-03-18,N/A,N/A,47,Tuesday,1:00 PM to 3:00 PM; 2nd of the Month,,Yes,, ,12:00:00,13:00:00,,15:00:00,19:00:00,,2nd of the Month,,13:00:00,15:00:00
21906-PART-01,YWCA National Capital Area,2303 14th Street NW,Suite 100,Washington,DC,DC Ward 1,20009,(202) 626-0710,sgreenhow@ywcanca.org,Non-TEFAP,38.920681,-77.031651,2025-04-02,N/A,N/A,48,Tuesday,"12:00 PM to 3:00 PM; Every week (Note: To ensure fair access for everyone, each person can only come in once a week.)",No,No," (Note: To ensure fair access for everyone, each person can only come in once a week.)", ,12:00:00,,,15:00:00,,,Every week,"Note: To ensure fair access for everyone, each person can only come in once a week.",12:00:00,15:00:00
15015-PART-01,MSB Outreach House,2411 Lawrence St NE,,Washington,DC,DC Ward 5,20018,(202) 635-7559,bjtjones@yahoo.com,Non-TEFAP,38.931963,-76.971535,2025-03-26,N/A,N/A,49,Tuesday,"9:00 AM to 2:00 PM; 3rd of the Month (Note: 3rd Tuesday of the month, Mobile Market only, no requirement)",No,No," (Note: 3rd Tuesday of the month, Mobile Market only, no requirement)", ,9:00:00,,,14:00:00,,,3rd of the Month,"Note: 3rd Tuesday of the month, Mobile Market only, no requirement",09:00:00,14:00:00
21762-PART-01,"Small Things Matter, Inc",201 Ethan Allen Avenue,,Takoma Park,MD,MD Montgomery County,20912,(202) 669-8550,thesmallthingsmatter@yahoo.com,Non-TEFAP,38.977874,-77.005963,2025-04-17,N/A,N/A,53,Tuesday,4:00 PM to 6:00 PM; 1st of the Month (Note: during the school year only),Yes,Yes, (Note: during the school year only), ,16:00:00,,,18:00:00,,,1st of the Month,Note: during the school year only,16:00:00,18:00:00
22050-PART-01,Francis On The Hill,1614 Manchester Lane NW,,Washington,DC,DC Ward 4,20011-2810,(202) 680-0517,Trulie@followingfrancis.org,Non-TEFAP,38.961698,-77.03745,2025-04-07,N/A,N/A,56,Tuesday,2:00 PM to 3:00 PM; Every week (Note: Distribution is at Meridian Hill Park at 1:30.  It is a good idea to arrive early to get a number.),No,No, (Note: Distribution is at Meridian Hill Park at 1:30.  It is a good idea to arrive early to get a number.), ,14:00:00,,,15:00:00,,,Every week,Note: Distribution is at Meridian Hill Park at 1:30.  It is a good idea to arrive early to get a number.,14:00:00,15:00:00
14500-PART-01,Central Union Mission,65 Massachusetts Ave,,Washington,DC,DC Ward 6,20001,(202) 718-0549,rsnyder@missiondc.org,TEFAP Available,38.898699,-77.011032,2025-04-17,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,59,Tuesday,12:30 PM to 6:00 PM; Every week,No,No,None, ,12:30:00,,,18:00:00,,,Every week,,12:30:00,18:00:00
